yearDraft,nameTeam,numberPickOverall,player,OrganizationFrom
1983,Washington Bullets,22,Randy Wittman,Indiana
1983,Indiana Pacers,23,Mitchell Wiggins,Florida State
1983,Cleveland Cavaliers,24,Stewart Granger,Villanova
1983,Chicago Bulls,25,Sidney Lowe,North Carolina State
1983,Indiana Pacers,26,Leroy Combs,Oklahoma State
1983,Cleveland Cavaliers,27,John Garris,Boston College
1983,Phoenix Suns,28,Rod Foster,California-Los Angeles
1983,Chicago Bulls,29,Larry Micheaux,Houston
1983,Dallas Mavericks,30,Mark West,Old Dominion
1983,Atlanta Hawks,31,Doc Rivers,Marquette
1983,Washington Bullets,32,Michael Britt,District of Columbia
1983,Dallas Mavericks,33,Dirk Minniefield,Kentucky
1983,Washington Bullets,34,Guy Williams,Washington State
1983,San Antonio Spurs,35,Darrell Lockhart,Auburn
1983,Seattle SuperSonics,36,Scooter McCray,Louisville
1983,Denver Nuggets,37,David Russell,St. John's (NY)
1983,Kansas City Kings,38,Chris McNealy,San Jose State
1983,Portland Trail Blazers,39,Granville Waiters,Ohio State
1983,Indiana Pacers,40,Jim Thomas,Indiana
1983,Milwaukee Bucks,41,Ted Kitchel,Indiana
1983,Milwaukee Bucks,42,Mike Davis,Alabama
1983,Golden State Warriors,43,Pace Mannion,Utah
1983,New Jersey Nets,44,Horace Owens,Rhode Island
1983,Phoenix Suns,45,Paul Williams,Arizona State
1983,San Antonio Spurs,46,Kevin Williams,St. John's (NY)
1983,Philadelphia 76ers,47,Ken Lyons,North Texas
1983,Houston Rockets,48,Craig Ehlo,Washington State
1983,Indiana Pacers,49,Greg Jones,West Virginia
1983,Cleveland Cavaliers,50,Paul Thompson,Tulane
1983,Phoenix Suns,51,Derek Whittenburg,North Carolina State
1983,Boston Celtics,52,Winfred King,East Tennessee State
1983,Golden State Warriors,53,Michael Holton,California-Los Angeles
1983,Utah Jazz,54,Bob Hansen,Iowa
1983,Detroit Pistons,55,Erich Santifer,Syracuse
1983,Cleveland Cavaliers,56,Larry Anderson,Nevada-Las Vegas
1983,Washington Bullets,57,Darren Daye,California-Los Angeles
1983,Atlanta Hawks,58,John Pinone,Villanova
1983,New Jersey Nets,59,Bruce Kuczenski,Connecticut
1983,Kansas City Kings,60,Steve Harriel,Washington State
1983,Denver Nuggets,61,David Little,Oklahoma
1983,Portland Trail Blazers,62,Tom Piotrowski,La Salle
1983,Seattle SuperSonics,63,Frank Burnell,Stetson
1983,Philadelphia 76ers,64,Claude Riley,Texas A&M
1983,Milwaukee Bucks,65,Billy Goodwin,St. John's (NY)
1983,Cleveland Cavaliers,66,Les Craft,Kansas State
1983,Cleveland Cavaliers,67,Derrick Hord,Kentucky
1983,Boston Celtics,68,Craig Robinson,Virginia
1983,Los Angeles Lakers,69,Orlando Phillips,Pepperdine
1983,Philadelphia 76ers,70,Dan Ruland,James Madison
1983,Houston Rockets,71,Darrell Browder,Texas Christian
1983,Indiana Pacers,72,Terry Fair,Georgia
1983,Cleveland Cavaliers,73,Dwight Jones,Cincinnati
1983,Philadelphia 76ers,74,Kalpatrick Wells,Mississippi State
1983,Chicago Bulls,75,Ron Crevier,Boston College
1983,Utah Jazz,76,Doug Arnold,Texas Christian
1983,Golden State Warriors,77,Peter Thibeaux,St. Mary's (CA)
1983,Detroit Pistons,78,Steve Bouchie,Indiana
1983,Dallas Mavericks,79,Johnny Martin,Northwestern State
1983,Washington Bullets,80,Dan Gay,Louisiana-Lafayette
1983,Atlanta Hawks,81,Harry Kelley,Texas Southern
1983,New York Knicks,82,Mark Jones,St. Bonaventure
1983,Denver Nuggets,83,York Gross,California-Santa Barbara
1983,Kansas City Kings,84,Mike Jackson,Wyoming
1983,Portland Trail Blazers,85,Tim Dunham,Chaminade
1983,Seattle SuperSonics,86,Pete DeBisschop,Fairfield
1983,New Jersey Nets,87,Barney Mines,Bradley
1983,Milwaukee Bucks,88,Mark Nickens,American
1983,Phoenix Suns,89,Sam Mosley,Nevada-Reno
1983,San Antonio Spurs,90,Brant Weidner,William & Mary
1983,Boston Celtics,91,Carlos Clark,Mississippi
1983,Los Angeles Lakers,92,Terry Lewis,Mississippi State
1983,Philadelphia 76ers,93,Craig Robinson,Princeton
1983,Houston Rockets,94,Chuck Barnett,Oklahoma
1983,Indiana Pacers,95,Roger Stieg,Mississippi
1983,Cleveland Cavaliers,96,Chris Logan,Holy Cross
1983,San Diego Clippers,97,Manute Bol,Bridgeport
1983,Chicago Bulls,98,Tim Andree,Notre Dame
1983,Golden State Warriors,99,Greg Hines,Hampton
1983,Utah Jazz,100,Matt Clark,Oklahoma
1983,Detroit Pistons,101,Ken Austin,Rice
1983,Dallas Mavericks,102,Jim Lampley,Arkansas-Little Rock
1983,Washington Bullets,103,Robin Dixon,New Hampshire
1983,Atlanta Hawks,104,Charles Jones,Oklahoma
1983,New York Knicks,105,Troy Lee Mikell,East Tennessee State
1983,Kansas City Kings,106,Lorenza Andrews,Oklahoma State
1983,Denver Nuggets,107,James Braddock,North Carolina
1983,Portland Trail Blazers,108,Gary Monroe,Wright State
1983,Seattle SuperSonics,109,Brad Watson,Washington
1983,New Jersey Nets,110,Tyren Naulls,Texas A&M
1983,Milwaukee Bucks,111,Mark Petteway,New Orleans
1983,San Antonio Spurs,112,Jeff Pehl,Richmond
1983,Phoenix Suns,113,Rick Lamb,Illinois State
1983,Boston Celtics,114,Bob Reitz,Stonehill
1983,Los Angeles Lakers,115,Danny Dixon,Alabama A&M
1983,Philadelphia 76ers,116,Mike Milligan,Tennessee State
1983,Houston Rockets,117,Jim Stack,Northwestern
1983,Indiana Pacers,118,Cliff Pruitt,Alabama-Birmingham
1983,Cleveland Cavaliers,119,Mel McLaughlin,Central Michigan
1983,Milwaukee Bucks,120,Russell Todd,West Virginia
1983,Chicago Bulls,121,Ernest Patterson,New Mexico State
1983,Utah Jazz,122,Fred Gilliam,Clemson
1983,Golden State Warriors,123,Tom Heywood,Weber State
1983,Detroit Pistons,124,Derek Perry,Michigan State
1983,Dallas Mavericks,125,Billy Allen,Nevada-Reno
1983,Washington Bullets,126,Donald Carroll,Saint Augustine's
1983,Atlanta Hawks,127,Tom Bethea,Richmond
1983,New York Knicks,128,Tony Simms,Boston University
1983,Denver Nuggets,129,Glenn Green,Murray State
1983,Kansas City Kings,130,Alvis Rogers,Wake Forest
1983,Portland Trail Blazers,131,Derrick Pope,Montana
1983,Seattle SuperSonics,132,Tony Wilson,Western Kentucky
1983,New Jersey Nets,133,Oscar Taylor,New Orleans
1983,Milwaukee Bucks,134,Charles Hurt,Kentucky
1983,Phoenix Suns,135,Edward Bona,Fordham
1983,San Antonio Spurs,136,Ricky Hooker,St. Mary's (TX)
1983,Boston Celtics,137,Paul Atkins,Houston Baptist
1983,Los Angeles Lakers,138,Mark Steele,Colorado State
1983,Philadelphia 76ers,139,Sedale Threatt,West Virginia Tech
1983,Houston Rockets,140,Brian Kellerman,Idaho
1983,Indiana Pacers,141,Tony Brown,Indiana
1983,Cleveland Cavaliers,142,John Columbo,John Carroll
1983,San Diego Clippers,143,Dan Evans,Oregon State
1983,Chicago Bulls,144,Jacque Hill,Southern California
1983,Golden State Warriors,145,Peter Williams,Utah
1983,Utah Jazz,146,Joe Kazanowski,Victoria (CAN)
1983,Detroit Pistons,147,Rob Gonzalez,Colorado
1983,Dallas Mavericks,148,Terrell Schlundt,Marquette
